1000000, 1319.8989729698894, monoclinic, 7.8783, 10.4689, 16.068, 90.0, 95.147, 90.0
1000001, 11309.065344, orthorhombic, 48.48, 21.72, 10.74, 90.0, 90.0, 90.0
1000002, 613.212654326477, monoclinic, 6.341, 16.88, 5.7798, 90.0, 97.6, 90.0
1000003, 524.8133186841974, monoclinic, 7.9661, 9.205, 7.3198, 90.0, 102.104, 90.0
1000004, 1364.942059141231, triclinic, 9.899, 11.729, 12.259, 103.442, 96.291, 95.56
1000005, 1753.5185190158509, monoclinic, 11.217, 8.1775, 19.887, 90.0, 105.999, 90.0
1000006, 2183.294034761, orthorhombic, 10.93, 12.7162, 15.7085, 90.0, 90.0, 90.0
1000007, 438.6312279050658, monoclinic, 9.7397, 8.9174, 5.2503, 90.0, 105.866, 90.0
1000008, 438.3854943501531, monoclinic, 9.7377, 8.9151, 5.2494, 90.0, 105.851, 90.0
1000009, 430.5133238391079, monoclinic, 9.6808, 8.8488, 5.218, 90.0, 105.606, 90.0
1000010, 424.12915099064554, monoclinic, 9.6341, 8.7948, 5.1926, 90.0, 105.421, 90.0
1000011, 421.2562586940686, monoclinic, 9.6135, 8.7695, 5.1813, 90.0, 105.337, 90.0
1000012, 415.4933089960895, monoclinic, 9.5731, 8.7197, 5.158, 90.0, 105.203, 90.0
1000013, 412.82561781699735, monoclinic, 9.5557, 8.6951, 5.1474, 90.0, 105.148, 90.0
1000014, 410.5357211493072, monoclinic, 9.5391, 8.6752, 5.1385, 90.0, 105.106, 90.0
1000015, 408.68095193167954, monoclinic, 9.527, 8.6587, 5.1306, 90.0, 105.067, 90.0
1000016, 407.1639432754514, monoclinic, 9.5164, 8.6449, 5.1246, 90.0, 105.033, 90.0
1000017, 255.03329306417822, hexagonal, 4.7606, 4.7606, 12.994, 90.0, 90.0, 120.0
1000018, 1210.766292669533, triclinic, 9.812, 11.141, 11.443, 82.47, 77.56, 89.46
1000019, 1402.826128747442, monoclinic, 12.1194, 10.2869, 12.5048, 90.0, 115.864, 90.0
1000020, 1866.3258969905976, monoclinic, 8.0566, 17.754, 13.083, 90.0, 94.2, 90.0
1000021, 1346.348868881279, monoclinic, 19.967, 7.5484, 9.1666, 90.0, 102.967, 90.0
1000022, 223.57214080000003, orthorhombic, 5.38, 5.44, 7.639, 90.0, 90.0, 90.0
1000023, 406.3447535603599, triclinic, 7.9296, 9.3275, 6.2555, 107.16, 101.011, 105.83
1000024, 556.0465671875232, orthorhombic, 8.9928, 11.2809, 5.48116, 90.0, 90.0, 90.0
1000025, 86.75975474666423, hexagonal, 5.0125, 5.0125, 3.9873, 90.0, 90.0, 120.0
1000026, 29.037124830704478, hexagonal, 3.085, 3.085, 3.523, 90.0, 90.0, 120.0
1000027, 266.10532815600004, orthorhombic, 5.182, 7.893, 6.506, 90.0, 90.0, 90.0
1000028, 699.044921875, cubic, 8.875, 8.875, 8.875, 90.0, 90.0, 90.0
1000029, 302.98729582901575, hexagonal, 7.82927, 7.82927, 5.70757, 90.0, 90.0, 120.0
1000030, 173.42621168028157, orthorhombic, 3.8203, 3.88548, 11.68349, 90.0, 90.0, 90.0
1000031, 404.77769311834396, orthorhombic, 3.8402, 3.8708, 27.2309, 90.0, 90.0, 90.0
1000032, 255.05398073017125, hexagonal, 4.7605, 4.7605, 12.9956, 90.0, 90.0, 120.0
1000033, 303.805072401072, orthorhombic, 5.3126, 8.8958, 6.4284, 90.0, 90.0, 90.0
1000034, 1336.3457875724541, triclinic, 8.173, 12.869, 14.165, 93.113, 115.913, 91.261
1000035, 432.5306295355303, monoclinic, 9.699, 8.844, 5.272, 90.0, 106.97, 90.0
1000036, 1409.3428509448881, monoclinic, 5.33, 9.18, 28.85, 90.0, 93.25, 90.0
1000037, 346.840901416, orthorhombic, 8.884, 5.458, 7.153, 90.0, 90.0, 90.0
1000038, 497.7843158561531, monoclinic, 5.345, 9.258, 10.222, 90.0, 100.23, 90.0
1000039, 3555.655796447, cubic, 15.263, 15.263, 15.263, 90.0, 90.0, 90.0
1000040, 439.2268584, orthorhombic, 5.588, 14.61, 5.38, 90.0, 90.0, 90.0
1000041, 177.50432800000002, cubic, 5.62, 5.62, 5.62, 90.0, 90.0, 90.0
1000042, 934.1967181745538, monoclinic, 5.189, 8.995, 20.09698, 90.0, 95.18, 90.0
1000043, 162.95027112799997, cubic, 5.462, 5.462, 5.462, 90.0, 90.0, 90.0
1000044, 110.52289439900002, cubic, 4.799, 4.799, 4.799, 90.0, 90.0, 90.0
1000045, 54.35360644963197, hexagonal, 3.5862, 3.5862, 4.8801, 90.0, 90.0, 120.0
1000046, 454.4154913221435, monoclinic, 5.593, 3.645, 22.45599, 90.0, 96.97, 90.0
1000047, 833.4375541806601, orthorhombic, 18.25099, 8.814, 5.181, 90.0, 90.0, 90.0
1000048, 299.05229170999996, tetragonal, 7.685, 7.685, 5.0636, 90.0, 90.0, 90.0
