1000000, 1319.8989729698894, monoclinic
1000001, 11309.065344, orthorhombic
1000002, 613.212654326477, monoclinic
1000003, 524.8133186841974, monoclinic
1000004, 1364.942059141231, triclinic
1000005, 1753.5185190158509, monoclinic
1000006, 2183.294034761, orthorhombic
1000007, 438.6312279050658, monoclinic
1000008, 438.3854943501531, monoclinic
1000009, 430.5133238391079, monoclinic
1000010, 424.12915099064554, monoclinic
1000011, 421.2562586940686, monoclinic
1000012, 415.4933089960895, monoclinic
1000013, 412.82561781699735, monoclinic
1000014, 410.5357211493072, monoclinic
1000015, 408.68095193167954, monoclinic
1000016, 407.1639432754514, monoclinic
1000017, 255.03329306417822, hexagonal
1000018, 1210.766292669533, triclinic
1000019, 1402.826128747442, monoclinic
1000020, 1866.3258969905976, monoclinic
1000021, 1346.348868881279, monoclinic
1000022, 223.57214080000003, orthorhombic
1000023, 406.3447535603599, triclinic
1000024, 556.0465671875232, orthorhombic
1000025, 86.75975474666423, hexagonal
1000026, 29.037124830704478, hexagonal
1000027, 266.10532815600004, orthorhombic
1000028, 699.044921875, cubic
1000029, 302.98729582901575, hexagonal
1000030, 173.42621168028157, orthorhombic
1000031, 404.77769311834396, orthorhombic
1000032, 255.05398073017125, hexagonal
1000033, 303.805072401072, orthorhombic
1000034, 1336.3457875724541, triclinic
1000035, 432.5306295355303, monoclinic
1000036, 1409.3428509448881, monoclinic
1000037, 346.840901416, orthorhombic
1000038, 497.7843158561531, monoclinic
1000039, 3555.655796447, cubic
1000040, 439.2268584, orthorhombic
1000041, 177.50432800000002, cubic
1000042, 934.1967181745538, monoclinic
1000043, 162.95027112799997, cubic
1000044, 110.52289439900002, cubic
1000045, 54.35360644963197, hexagonal
1000046, 454.4154913221435, monoclinic
1000047, 833.4375541806601, orthorhombic
1000048, 299.05229170999996, tetragonal
1000049, 256.514148500134, hexagonal
1000050, 47.990444104, cubic
1000051, 238.72963612792694, hexagonal
1000052, 611.6430720365539, hexagonal
1000053, 74.99128631299997, cubic
1000054, 40.747130585078665, hexagonal
1000055, 71.86661198034841, cubic
1000056, 508.3455, orthorhombic
1000057, 71.835657893, cubic
1000058, 62.78483567417602, tetragonal
1000059, 254.4176995274524, hexagonal
1000060, 326.270517804, orthorhombic
1000061, 206.86353633582019, monoclinic
1000062, 71.53260410600002, tetragonal
1000063, 76.874051008, cubic
1000064, 307.42433453717996, orthorhombic
1000065, 175.30607570697686, hexagonal
1000066, 174.068331613, orthorhombic
1000067, 406.51149174444004, orthorhombic
1000068, 203.32508421407698, tetragonal
1000069, 203.309822951496, tetragonal
1000070, 314.60671941320675, hexagonal
1000071, 208.71536616, orthorhombic
1000072, 528.8155033626958, triclinic
1000073, 998.5689068355001, orthorhombic
1000074, 985.8499471712, orthorhombic
1000075, 208.030578894717, tetragonal
1000076, 1937.06117174293, tetragonal
1000077, 668.68419072, orthorhombic
1000078, 720.752954625, orthorhombic
1000079, 1050.2653064904, orthorhombic
1000080, 1117.20116466816, orthorhombic
1000081, 1116.8867579022, orthorhombic
1000082, 790.350688070427, monoclinic
1000083, 534.0016156464239, monoclinic
1000084, 532.361741523699, monoclinic
1000085, 2784.7029574400003, orthorhombic
1000086, 958.9936362995439, cubic
1000087, 926.5742167490001, cubic
1000088, 400.41678281345304, monoclinic
1000089, 394.69492774275545, monoclinic
1000090, 1948.1662394758982, orthorhombic
1000091, 1240.2619834106279, tetragonal
1000092, 5093.545522125427, monoclinic
1000093, 89.065786390021, orthorhombic
1000094, 293.8912514750195, triclinic
1000095, 1398.396288058, orthorhombic
1000096, 8539.701184000001, cubic
1000097, 338.25016438653, orthorhombic
1000098, 915.899031972, orthorhombic
1000099, 920.0037900960001, orthorhombic
