1000013, monoclinic
1000089, None
1000084, None
1000018, None
1000079, None
1000006, None
1000092, None
1000014, monoclinic
1000029, None
1000047, None
1000027, None
1000063, None
1000097, None
1000072, None
1000015, monoclinic
1000017, None
1000024, None
1000005, None
1000096, None
1000054, None
1000090, None
1000008, monoclinic
1000043, None
1000071, None
1000044, None
1000019, None
1000020, monoclinic
1000003, monoclinic
1000032, None
1000026, None
1000037, None
1000080, None
1000093, None
1000088, None
1000081, None
1000058, None
1000036, None
1000057, None
1000010, monoclinic
1000007, monoclinic
1000023, None
1000091, None
1000074, None
1000061, None
1000028, cubic
1000040, None
1000095, None
1000077, None
1000062, None
1000064, None
1000021, None
1000056, None
1000085, None
1000051, None
1000053, None
1000070, None
1000004, None
1000065, None
1000025, None
1000098, None
1000022, None
1000009, monoclinic
1000002, None
1000030, None
1000041, None
1000068, None
1000083, None
1000075, None
1000060, None
1000099, None
1000049, None
1000059, None
1000078, None
1000033, orthorhombic
1000048, None
1000087, None
1000046, None
1000016, monoclinic
1000076, None
1000045, None
1000086, None
1000067, None
1000050, None
1000012, monoclinic
1000039, None
1000000, None
1000031, orthorhombic
1000055, cubic
1000094, None
1000038, None
1000042, None
1000034, None
1000073, None
1000052, None
1000066, None
1000035, None
1000001, None
1000011, monoclinic
1000069, None
1000082, None
